Player,Nation,Pos,SoT%,Squad,Comp,Age,MP,G/90,G/Sh,G/SoT,PKGoals,PKAttempted,Goals,Pass,PassCompleted,PassComp%,PasShoCmp%,PasMedCmp%,PasLonCmp%,Assist,Cross,CrossCompleted,CrossComp%,Interception ,Tackle_Won,Tackle,Tackle_Won%,SucDribble,Dribble,DribbleComp%,DribblePast%,YCards,RCards,Fls,Fld,OGoals,AerWon,AerLost,AerWon%,AerLost%,PasswHead,PasswHead%,PKwon,Blocks,BlkSh,BlkShSv,but_par_tir,but_par_tir_cadre,but_par_90min,tete_reussi,passe_avec_tete,pass_short_comp,pass_medium_comp,pass_long_comp,Dribbles_reussis,Dribles_passes,BlockPasse,BlockTir,Block,fautes,tacles_gagnes,carton_rouge,carton_jaune,Tir,Tete,Passe,Dribbles,Tacle,Note Finale,classement_equipe
Danny-Blum,GER,FWMF,45.5,Bochum,Bundesliga,31.0,13,0.53,0.18,0.4,0,0,2,181,115,63.54,80.8,60.8,43.9,0,18,3,16.67,1.58,1,2,50.0,4,6,66.67,17.5,0,0,3,3,0,18,10,64.31,0,12,6.63,0.0,0.26,0.0,0.0,86,78,88,94,74,51,17,29,89,82,98,49,39,28,27,94,36,60,60,23,61,33,51.0,2
Duván-Zapata,COL,FW,39.7,Atalanta,Serie A,31.0,24,0.52,0.09,0.23,3,3,10,559,427,76.39,83.3,74.6,60.5,4,33,4,12.12,1.73,4,7,57.14,31,59,52.54,2.93,3,0,32,32,0,41,62,39.81,0,22,3.94,0.0,0.68,0.16,0.0,55,49,87,60,48,63,52,66,63,36,98,79,64,85,48,94,81,57,49,54,45,69,51.0,3
Brian-Brobbey,NED,FW,0.0,RB Leipzig,Bundesliga,20.0,9,0.0,0.0,0.0,0,0,0,37,31,83.78,89.5,84.6,100.0,2,0,0,,0.67,2,3,66.67,1,1,100.0,67.0,0,0,3,2,0,4,2,66.75,0,4,10.81,0.0,0.67,0.0,0.0,34,34,33,96,90,85,84,100,100,93,98,49,40,28,35,94,36,22,60,58,63,31,51.0,4
Michael-Gregoritsch,AUT,FWMF,39.0,Augsburg,Bundesliga,28.0,25,0.58,0.2,0.5,1,1,9,418,255,61.0,70.2,57.8,45.5,0,12,3,25.0,1.94,9,16,56.25,7,25,28.0,2.6,3,0,18,17,0,95,53,64.19,0,49,11.72,0.0,1.16,0.06,0.0,90,91,90,94,91,15,13,32,12,29,98,56,67,63,68,94,81,83,85,18,19,70,51.0,2
Paulo-Dybala,ARG,FWMF,37.8,Juventus,Serie A,28.0,29,0.44,0.09,0.24,1,2,10,1129,916,81.13,85.1,86.0,69.1,5,33,7,21.21,1.75,15,26,57.69,34,62,54.84,2.68,3,0,20,54,0,4,25,13.49,0,21,1.86,0.0,1.05,0.0,0.0,55,50,81,9,22,70,87,80,69,32,98,49,68,67,84,94,81,61,15,78,50,80,51.0,3
Dimitri-Payet,FRA,FWMF,31.1,Marseille,Ligue 1,35.0,31,0.42,0.08,0.26,7,7,12,1679,1261,75.1,87.6,79.9,52.4,10,94,15,15.96,2.74,11,16,68.75,36,58,62.07,2.16,3,0,10,48,0,4,9,31.11,0,5,0.3,0.03,0.24,0.0,0.0,51,53,79,35,13,80,71,48,82,22,98,49,55,46,74,94,81,61,24,66,52,74,51.0,5
Saïd-Benrahma,ALG,FWMF,34.9,West Ham,Premier League,26.0,32,0.33,0.13,0.36,0,0,8,831,624,75.09,86.2,75.8,50.0,6,64,12,18.75,1.62,23,35,65.71,34,81,41.98,2.05,0,0,11,22,0,15,22,40.52,0,25,3.01,0.0,0.91,0.04,0.0,70,72,68,62,37,75,57,45,30,20,98,51,67,48,94,94,36,70,50,59,25,68,51.0,2
Jay-Rodriguez,ENG,FW,26.8,Burnley,Premier League,32.0,29,0.13,0.05,0.18,0,0,2,318,209,65.72,78.3,52.3,33.3,2,8,1,12.5,0.52,10,22,45.45,11,18,61.11,4.67,3,0,37,19,0,61,86,41.51,0,39,12.26,0.0,1.62,0.19,0.0,39,42,41,64,92,38,11,19,80,55,98,84,87,89,70,94,81,40,77,22,66,82,51.0,1
Raheem-Sterling,ENG,FW,46.3,Manchester City,Premier League,27.0,30,0.55,0.2,0.44,2,3,13,877,724,82.55,89.8,84.7,55.3,5,52,8,15.38,1.27,18,28,64.29,49,109,44.95,2.06,1,0,27,46,0,5,28,15.0,0,5,0.57,0.08,0.64,0.0,0.0,90,84,89,9,13,86,85,55,38,20,98,49,60,78,89,94,55,88,11,75,29,79,51.0,5
Rubén-García,ESP,FWMF,30.0,Osasuna,La Liga,28.0,37,0.04,0.03,0.11,0,2,1,1246,892,71.59,84.4,76.1,49.8,6,97,19,19.59,1.63,24,44,54.55,24,41,58.54,2.32,1,0,44,34,0,35,53,39.82,0,75,6.02,0.0,1.93,0.19,0.0,36,36,34,60,69,67,59,38,75,24,98,84,91,94,94,94,55,35,64,55,50,84,51.0,3
Alexis-Saelemaekers,BEL,FW,30.8,Milan,Serie A,22.0,36,0.05,0.03,0.08,0,0,1,868,686,79.03,86.3,81.2,57.1,3,46,9,19.57,1.93,25,41,60.98,53,92,57.61,2.95,2,0,35,48,0,12,15,44.62,0,12,1.38,0.0,1.16,0.0,0.0,36,35,34,72,17,75,76,59,73,37,98,49,71,88,96,94,70,35,44,70,55,87,51.0,4
Daniele-Verde,ITA,FWMF,42.6,Spezia,Serie A,25.0,33,0.37,0.13,0.3,1,2,8,831,578,69.55,80.9,73.6,51.6,6,59,8,13.56,1.84,5,15,33.33,14,30,46.67,2.17,2,0,2,16,0,3,3,50.0,0,16,1.93,0.0,0.97,0.09,0.0,70,62,74,85,23,51,49,47,42,22,98,64,73,23,52,94,70,69,54,49,32,60,51.0,2
Ihlas-Bebou,TOG,FWDF,31.1,Hoffenheim,Bundesliga,28.0,28,0.3,0.16,0.5,0,0,7,632,458,72.47,78.4,73.3,63.5,2,47,11,23.4,1.51,18,25,72.0,20,46,43.48,2.35,0,0,33,23,0,46,86,34.8,0,30,4.75,0.0,1.03,0.13,0.0,81,91,64,45,58,39,48,69,33,25,98,74,75,86,89,94,36,76,50,50,28,74,51.0,4
Moanes-Dabbur,ISR,FWMF,27.3,Hoffenheim,Bundesliga,30.0,27,0.21,0.09,0.33,0,0,3,480,360,75.0,79.8,81.8,54.3,4,10,3,30.0,2.47,13,16,81.25,21,41,51.22,3.51,5,0,32,24,0,16,41,28.13,0,25,5.21,0.0,0.75,0.14,0.0,55,69,53,29,62,45,78,53,59,45,98,76,68,85,79,94,90,56,43,56,49,83,51.0,5
Riccardo-Saponara,ITA,FW,37.8,Fiorentina,Serie A,30.0,29,0.21,0.08,0.21,0,0,3,551,427,77.5,84.4,82.3,75.7,3,26,6,23.08,1.82,4,7,57.14,19,51,37.25,2.88,1,0,6,27,0,8,7,53.33,0,4,0.73,0.07,0.42,0.0,0.0,51,47,53,87,14,67,78,87,21,35,98,49,55,37,48,94,55,49,50,76,28,58,51.0,6
Federico-Santander,PAR,FWDF,50.0,Bologna,Serie A,30.0,7,1.43,0.5,1.0,0,0,1,32,21,65.62,62.5,100.0,100.0,0,1,1,100.0,1.43,2,2,100.0,1,2,50.0,71.5,1,0,2,5,0,8,7,53.27,1,3,9.38,0.0,1.43,1.43,0.0,99,100,99,87,86,7,100,100,57,94,98,99,57,23,35,94,55,61,53,43,47,32,51.0,2
Andrea-Belotti,ITA,FW,29.1,Torino,Serie A,28.0,22,0.53,0.09,0.31,3,3,8,360,254,70.56,82.2,73.1,42.3,1,10,0,0.0,1.05,7,10,70.0,13,23,56.52,4.0,1,0,28,62,0,65,90,41.96,0,17,4.72,0.07,0.92,0.39,0.0,55,63,88,65,58,57,47,27,71,50,98,95,71,80,61,94,55,60,53,38,52,63,51.0,2
Gonçalo-Paciência,POR,FW,29.6,Eint Frankfurt,Bundesliga,27.0,18,0.53,0.07,0.25,1,2,3,159,100,62.89,69.2,67.5,53.8,0,4,0,0.0,1.58,2,3,66.67,9,11,81.82,14.36,3,0,9,14,0,16,26,38.13,0,13,8.18,0.18,0.18,0.0,0.0,46,53,88,54,81,14,30,51,94,79,98,49,43,44,35,94,81,50,54,25,69,51,50.0,3
Che-Adams,SCO,FW,49.0,Southampton,Premier League,25.0,30,0.31,0.14,0.29,0,0,7,483,335,69.36,77.9,74.8,56.6,3,11,1,9.09,1.15,9,16,56.25,14,33,42.42,2.27,0,0,31,47,0,56,111,33.56,0,28,5.8,0.0,1.1,0.18,0.0,75,60,66,42,67,36,53,58,31,24,98,82,81,83,68,94,36,67,54,49,28,70,50.0,1
Lucas-Höler,GER,FWMF,42.6,Freiburg,Bundesliga,27.0,34,0.24,0.11,0.27,0,0,7,904,629,69.58,75.1,72.4,59.0,2,24,2,8.33,1.36,28,38,73.68,17,46,36.96,1.59,2,0,39,68,0,150,125,54.54,0,61,6.75,0.03,1.22,0.17,0.0,63,55,56,89,74,27,45,63,21,10,98,81,83,90,97,94,70,58,82,45,16,88,50.0,3
Ciro-Immobile,ITA,FW,45.9,Lazio,Serie A,32.0,31,0.9,0.18,0.4,7,9,27,886,696,78.56,84.4,77.8,74.3,2,25,2,8.0,1.36,9,12,75.0,15,43,34.88,1.3,4,0,36,41,0,18,59,23.44,0,25,2.82,0.03,0.47,0.1,0.0,86,78,97,19,35,67,64,86,19,7,98,66,62,88,68,94,87,87,27,72,13,84,50.0,4
Thiago-Galhardo,BRA,FWMF,48.4,Celta Vigo,La Liga,32.0,31,0.16,0.06,0.13,0,0,2,279,189,67.74,83.6,54.4,50.0,2,10,1,10.0,1.02,6,10,60.0,11,23,47.83,4.43,5,0,26,14,0,49,82,37.4,0,25,8.96,0.0,2.03,0.39,0.0,43,37,45,53,84,64,12,45,45,53,98,95,95,77,56,94,90,42,68,40,49,79,50.0,3
Islam-Slimani,ALG,FW,33.3,Lyon,Ligue 1,33.0,12,0.16,0.08,0.25,0,0,1,192,150,78.12,80.0,84.3,70.0,1,2,0,0.0,1.25,2,2,100.0,1,1,100.0,16.0,3,0,6,5,0,19,11,63.33,0,9,4.69,0.0,0.94,0.0,0.0,51,53,45,94,57,47,83,81,100,81,98,49,47,37,35,94,81,35,53,49,63,43,50.0,3
Hwang-Ui-jo,KOR,FW,40.0,Bordeaux,Ligue 1,29.0,32,0.39,0.2,0.5,0,0,11,415,323,77.83,84.5,86.2,44.9,2,22,5,22.73,0.82,4,7,57.14,13,37,35.14,1.46,3,0,17,25,0,15,50,23.18,0,19,4.58,0.0,0.57,0.07,0.0,90,91,77,18,56,68,88,31,19,8,98,59,62,61,48,94,81,86,37,62,14,71,50.0,1
Keita-Baldé,SEN,FWMF,34.6,Cagliari,Serie A,27.0,26,0.22,0.12,0.33,0,0,3,268,198,73.88,79.1,77.5,66.7,1,8,0,0.0,0.8,3,9,33.33,5,11,45.45,3.27,2,0,30,33,0,26,65,28.61,0,17,6.34,0.07,0.73,0.22,0.0,66,69,54,30,72,42,63,77,39,42,98,86,70,82,42,94,70,59,48,57,38,67,50.0,4
Josip-Brekalo,CRO,FWMF,38.6,Torino,Serie A,23.0,32,0.28,0.16,0.41,0,0,7,1179,846,71.76,81.0,78.7,54.3,2,78,9,11.54,1.65,6,12,50.0,30,61,49.18,2.2,1,0,21,21,0,20,42,32.38,0,31,2.63,0.0,0.71,0.04,0.0,81,79,61,37,32,52,68,53,49,23,98,51,63,69,56,94,55,74,34,58,36,68,50.0,3
Breel-Embolo,SUI,FWMF,47.9,M'Gladbach,Bundesliga,25.0,29,0.37,0.19,0.39,0,0,9,587,428,72.91,79.0,71.7,66.7,3,6,2,33.33,1.62,21,29,72.41,36,81,44.44,2.05,3,0,46,83,0,44,94,31.94,0,24,4.09,0.08,0.71,0.17,0.0,88,76,74,36,51,41,44,77,37,20,98,81,71,94,93,94,81,78,43,53,28,89,50.0,3
Sergio-Canales,ESP,FWMF,41.8,Betis,La Liga,31.0,34,0.16,0.09,0.22,0,0,5,1867,1551,83.07,90.5,87.1,68.1,8,43,5,11.63,1.81,27,31,87.1,28,51,54.9,1.84,6,0,28,49,0,16,45,26.4,0,32,1.71,0.0,0.65,0.03,0.0,55,48,45,25,20,88,89,79,69,15,98,50,60,80,96,94,94,49,22,85,42,91,50.0,4
Fabian-Klos,GER,FW,37.8,Arminia,Bundesliga,34.0,25,0.19,0.03,0.07,2,2,3,442,237,53.62,67.3,42.2,49.1,1,19,2,10.53,1.46,1,6,16.67,10,15,66.67,4.2,2,1,33,16,0,134,125,51.74,1,60,13.57,0.0,0.82,0.19,0.0,36,34,49,86,94,11,8,37,89,51,98,84,70,86,27,99,70,36,82,17,64,65,50.0,1
Ángel-Correa,ARG,FWMF,44.0,Atlético Madrid,La Liga,27.0,36,0.58,0.24,0.55,0,0,12,656,483,73.63,82.3,75.3,49.1,5,27,2,7.41,1.65,15,24,62.5,26,53,49.06,2.66,3,1,28,35,0,7,36,16.27,0,16,2.44,0.0,1.41,0.15,0.0,94,93,90,11,30,58,55,37,49,32,98,77,84,80,84,99,81,92,20,50,40,86,50.0,5
Wesley-Saïd,FRA,FWMF,38.5,Lens,Ligue 1,27.0,21,0.68,0.19,0.5,0,0,5,233,170,72.96,85.0,74.7,50.0,0,15,0,0.0,1.64,4,8,50.0,10,16,62.5,8.56,2,0,18,5,0,2,9,18.0,0,3,1.29,0.14,0.82,0.14,0.0,88,91,94,13,17,70,52,45,83,71,98,76,63,63,48,94,70,77,13,47,65,58,50.0,3
Opa-Nguette,SEN,FWMF,30.4,Metz,Ligue 1,27.0,26,0.17,0.09,0.29,0,0,2,259,196,75.68,80.9,74.7,55.6,2,2,0,0.0,1.47,18,26,69.23,19,49,38.78,4.22,1,0,14,26,0,24,30,44.42,0,17,6.56,0.0,1.38,0.26,0.0,55,60,46,71,73,51,52,56,24,51,98,90,82,55,89,94,55,50,67,49,35,68,50.0,2
Gonçalo-Guedes,POR,FWMF,35.8,Valencia,La Liga,25.0,36,0.38,0.15,0.42,1,2,11,883,582,65.91,76.0,70.5,50.9,6,70,14,20.0,1.45,20,33,60.61,54,104,51.92,1.89,3,0,39,88,0,17,40,29.95,0,42,4.76,0.03,0.66,0.0,0.0,78,80,76,32,58,29,39,46,61,17,98,49,60,90,91,94,81,78,45,38,39,89,50.0,2
Lucas-Boyé,ARG,FW,30.6,Elche,La Liga,26.0,24,0.37,0.14,0.47,0,0,7,447,327,73.15,81.2,71.2,63.6,3,11,0,0.0,1.21,17,28,60.71,44,77,57.14,3.14,3,0,44,53,0,24,76,23.95,0,15,3.36,0.0,1.16,0.11,0.0,75,86,74,20,42,53,42,70,72,40,98,69,70,94,86,94,81,70,28,50,50,80,50.0,3
Nicolas-de-Préville,FRA,FWMF,24.4,Metz,Ligue 1,31.0,27,0.23,0.12,0.5,0,0,5,599,405,67.61,75.0,73.6,52.1,2,38,10,26.32,1.19,14,22,63.64,37,80,46.25,2.4,5,0,50,59,0,57,57,50.0,0,20,3.34,0.0,1.05,0.14,0.0,66,91,55,85,41,27,49,47,41,26,98,76,74,96,81,94,90,67,60,39,32,86,50.0,3
Benjamin-Bourigeaud,FRA,FWMF,38.9,Rennes,Ligue 1,28.0,38,0.31,0.2,0.52,0,0,11,1887,1377,72.97,82.6,83.0,56.4,12,125,33,26.4,2.48,19,43,44.19,13,30,43.33,1.23,2,0,31,11,0,20,46,30.11,0,44,2.33,0.0,1.55,0.11,0.0,90,92,66,32,29,59,80,58,33,7,98,69,83,83,90,94,70,83,30,66,20,84,50.0,3
Jordan-Tell,FRA,FW,42.9,Clermont Foot,Ligue 1,24.0,15,0.31,0.14,0.33,0,0,1,86,71,82.56,95.5,77.8,83.3,1,1,0,0.0,0.63,3,6,50.0,1,5,20.0,18.8,1,0,3,3,0,7,8,46.7,0,4,4.65,0.0,1.25,0.0,0.0,75,69,66,76,57,93,64,92,9,84,98,49,54,28,42,94,55,52,50,62,35,41,50.0,5
Eddie-Nketiah,ENG,FW,42.9,Arsenal,Premier League,22.0,21,0.54,0.18,0.42,0,0,5,233,186,79.83,83.5,85.4,64.3,1,11,0,0.0,1.08,7,12,58.33,10,27,37.04,5.19,3,0,21,16,0,9,42,17.67,0,12,5.15,0.0,0.75,0.22,0.0,86,80,89,13,62,63,85,71,21,59,98,86,64,69,61,94,81,72,32,62,34,65,50.0,2
Terem-Moffi,NGA,FW,34.5,Lorient,Ligue 1,23.0,37,0.27,0.1,0.3,2,2,8,569,425,74.69,82.6,69.7,65.5,4,15,4,26.67,1.23,14,22,63.64,37,65,56.92,1.89,1,0,28,22,0,59,101,36.84,0,12,2.11,0.03,0.73,0.13,0.0,59,62,61,52,25,59,37,72,72,17,98,74,71,80,81,94,55,61,38,56,44,78,50.0,2
Valère-Germain,FRA,FW,50.0,Montpellier,Ligue 1,32.0,34,0.18,0.13,0.25,0,0,4,473,361,76.32,81.9,76.2,59.3,3,13,1,7.69,1.1,21,32,65.62,3,8,37.5,2.25,3,0,27,29,0,57,101,36.06,0,33,6.98,0.0,0.73,0.09,0.0,70,53,47,49,76,56,60,63,23,23,98,64,67,78,93,94,81,57,62,60,23,86,50.0,2
Jim-Allevinah,GAB,FW,35.7,Clermont Foot,Ligue 1,27.0,30,0.06,0.02,0.07,0,0,1,551,415,75.32,83.0,76.5,59.3,2,31,3,9.68,1.33,15,24,62.5,31,65,47.69,3.17,1,0,18,39,0,17,24,41.53,0,26,4.72,0.0,0.79,0.12,0.0,35,34,35,64,58,61,60,63,45,40,98,71,71,63,84,94,55,35,61,61,42,74,50.0,3
Eden-Hazard,BEL,FWMF,58.3,Real Madrid,La Liga,31.0,18,0.0,0.0,0.0,0,0,0,409,365,89.24,90.3,91.1,95.2,1,13,0,0.0,1.0,6,8,75.0,19,23,82.61,10.35,3,0,9,36,0,3,5,37.62,0,11,2.69,0.0,0.38,0.13,0.0,34,34,33,53,33,88,92,94,95,74,98,74,51,44,56,94,81,27,34,73,68,55,50.0,5
Philipp-Förster,GER,FWMF,24.1,Stuttgart,Bundesliga,27.0,20,0.19,0.07,0.29,0,0,2,431,375,87.01,89.8,89.2,88.9,1,4,3,75.0,1.68,12,24,50.0,10,20,50.0,5.15,4,0,18,10,0,11,16,40.71,0,8,1.86,0.0,1.68,0.09,0.0,46,60,49,62,22,86,91,93,57,59,98,64,69,63,77,94,87,43,35,75,48,67,50.0,1
Florent-Mollet,FRA,FWMF,30.9,Montpellier,Ligue 1,30.0,35,0.21,0.11,0.35,0,0,6,1195,967,80.92,91.1,84.4,54.4,2,55,8,14.55,1.03,17,32,53.12,18,41,43.9,1.59,6,0,37,49,0,14,29,32.65,0,42,3.51,0.0,1.34,0.14,0.0,63,71,53,38,43,90,84,53,34,10,98,76,83,89,86,94,94,62,40,76,22,91,50.0,3
Lucas-Da-Cunha,FRA,FWMF,31.6,Clermont Foot,Ligue 1,20.0,15,0.22,0.11,0.33,0,0,2,333,279,83.78,90.7,83.0,72.2,0,17,5,29.41,1.08,11,16,68.75,26,38,68.42,7.92,0,0,6,8,0,9,16,36.06,0,9,2.7,0.0,1.4,0.0,0.0,63,69,54,49,34,88,80,84,90,68,98,49,56,37,74,94,36,46,31,63,59,45,50.0,4
Ignacio-Pussetto,ARG,FWMF,38.7,Udinese,Serie A,26.0,28,0.3,0.1,0.25,1,1,4,293,205,69.97,80.5,67.3,75.8,4,18,3,16.67,0.82,15,20,75.0,20,52,38.46,4.02,4,0,32,31,0,36,61,37.15,0,13,4.44,0.07,1.94,0.22,0.0,59,53,64,52,55,50,30,87,24,50,98,86,88,85,84,94,87,57,52,54,36,85,50.0,2
Sergi-Guardiola,ESP,FW,33.3,Rayo Vallecano,La Liga,31.0,32,0.42,0.15,0.44,1,1,8,435,302,69.43,77.2,72.7,55.0,2,15,2,13.33,1.42,14,17,82.35,7,20,35.0,2.35,3,0,30,33,0,32,62,34.01,0,23,5.29,0.05,0.84,0.21,0.0,78,84,79,44,63,33,46,54,19,25,98,85,77,82,81,94,81,80,54,44,22,84,50.0,3
Martinelli,BRA,FWMF,30.0,Arsenal,Premier League,20.0,29,0.29,0.1,0.33,1,1,6,612,453,74.02,83.8,79.8,47.0,6,48,5,10.42,1.01,19,30,63.33,31,60,51.67,2.65,3,1,26,25,0,30,54,35.71,0,16,2.61,0.0,1.98,0.29,0.0,59,69,63,47,32,64,71,34,60,31,98,91,92,77,90,99,81,63,39,55,45,85,50.0,1
Callum-Wilson,ENG,FW,37.5,Newcastle Utd,Premier League,30.0,18,0.52,0.19,0.5,2,2,8,176,123,69.89,72.6,74.6,54.5,0,5,1,20.0,0.32,6,8,75.0,14,25,56.0,4.16,4,0,31,26,0,30,78,27.82,0,16,9.09,0.0,0.58,0.26,0.0,88,91,87,28,85,19,52,53,70,50,98,90,58,83,56,94,87,71,45,33,48,64,49.0,2
Allan-Saint-Maximin,FRA,FWMF,40.6,Newcastle Utd,Premier League,25.0,35,0.16,0.08,0.19,0,0,5,757,545,71.99,82.9,75.6,53.7,5,69,9,13.04,0.96,6,9,66.67,140,230,60.87,2.09,6,0,24,71,0,19,30,38.85,0,17,2.25,0.0,0.54,0.03,0.0,51,43,45,58,28,61,56,50,80,21,98,50,58,73,56,94,94,46,43,56,50,79,49.0,1
Rey-Manaj,ALB,FW,27.5,Spezia,Serie A,25.0,30,0.26,0.06,0.21,2,3,5,450,340,75.56,81.2,75.8,87.0,0,6,1,16.67,0.87,10,19,52.63,19,50,38.0,2.14,9,0,61,65,0,72,115,38.47,0,21,4.67,0.05,0.87,0.0,0.0,43,47,59,56,57,53,57,93,23,21,98,49,66,98,70,94,99,50,56,68,22,90,49.0,3
Romain-Faivre,FRA,FWMF,30.0,Lyon,Ligue 1,23.0,14,0.3,0.15,0.5,0,0,3,595,488,82.02,85.6,89.0,65.6,0,25,4,16.0,2.42,4,10,40.0,26,45,57.78,6.73,0,0,14,20,0,3,4,42.86,0,6,1.01,0.0,0.51,0.0,0.0,78,91,64,67,15,72,91,73,73,66,98,49,42,55,48,94,36,57,30,58,51,43,49.0,4
Ishak-Belfodil,ALG,FW,50.0,Hertha BSC,Bundesliga,30.0,26,0.27,0.12,0.24,1,1,5,471,331,70.28,77.5,66.4,43.5,2,18,1,5.56,1.32,6,12,50.0,19,39,48.72,2.95,1,0,22,12,0,49,60,44.91,0,43,9.13,0.05,0.55,0.16,0.0,66,50,61,73,86,34,25,29,48,37,98,79,63,71,56,94,55,55,74,27,40,64,49.0,2
Cristian-Tello,ESP,FWMF,31.0,Betis,La Liga,30.0,23,0.22,0.07,0.22,0,0,2,363,280,77.13,83.2,80.3,65.0,2,14,4,28.57,2.09,8,15,53.33,12,26,46.15,5.08,2,0,13,6,0,5,7,41.67,0,12,3.31,0.0,1.54,0.0,0.0,46,48,54,65,41,62,73,72,41,58,98,49,67,52,64,94,70,44,47,61,44,62,49.0,5
Andrej-Kramari?,CRO,FWMF,37.6,Hoffenheim,Bundesliga,30.0,32,0.2,0.06,0.17,0,0,6,1056,818,77.46,83.5,79.7,55.9,9,53,10,18.87,1.86,10,14,71.43,24,46,52.17,1.8,2,0,10,32,0,20,33,37.5,0,42,3.98,0.0,0.5,0.03,0.0,43,42,51,53,49,63,70,57,62,14,98,50,57,46,70,94,70,45,51,63,38,70,49.0,6
Irvin-Cardona,FRA,FWMF,42.9,Brest,Ligue 1,24.0,32,0.27,0.14,0.33,0,0,4,316,212,67.09,77.2,74.2,31.7,2,28,1,3.57,1.62,5,16,31.25,15,33,45.45,3.48,2,0,16,13,0,9,23,28.24,0,23,7.28,0.0,1.22,0.0,0.0,75,69,61,29,77,33,50,18,39,44,98,49,72,60,52,94,70,68,53,34,42,69,49.0,2
Dodi-Lukebakio,BEL,FWMF,41.2,Wolfsburg,Bundesliga,24.0,19,0.1,0.06,0.14,0,0,1,297,229,77.1,86.5,79.4,61.0,2,17,4,23.53,1.12,4,11,36.36,25,43,58.14,6.42,2,0,16,15,0,16,15,51.58,0,8,2.69,0.0,0.82,0.0,0.0,43,39,37,86,33,77,70,66,74,65,98,49,53,60,48,94,70,32,49,58,57,56,49.0,4
Maxi-Gómez,URU,FW,28.6,Valencia,La Liga,25.0,29,0.23,0.12,0.42,0,0,5,415,265,63.86,69.3,65.3,50.0,1,18,3,16.67,0.6,6,10,60.0,6,19,31.58,1.95,7,1,55,66,0,88,87,50.31,0,60,14.46,0.05,0.41,0.05,0.0,66,80,55,85,96,14,24,45,14,17,98,53,57,97,56,99,96,66,89,27,15,86,49.0,3
Marcus-Ingvartsen,DEN,FWMF,45.8,Mainz 05,Bundesliga,26.0,26,0.79,0.21,0.45,1,1,6,218,147,67.43,71.6,72.4,46.4,0,11,3,27.27,1.84,4,6,66.67,7,19,36.84,4.84,2,0,16,15,0,23,43,34.87,0,10,4.59,0.13,1.45,0.0,0.0,91,85,95,46,56,17,45,32,21,56,98,49,70,60,48,94,70,84,48,29,36,63,49.0,1
Arthur,BRA,FW,34.8,Fiorentina,Serie A,24.0,14,0.24,0.09,0.25,0,0,2,144,114,79.17,84.3,82.4,73.3,2,2,0,0.0,0.24,6,9,66.67,10,16,62.5,9.81,1,0,18,12,0,18,29,38.34,0,7,4.86,0.0,0.48,0.12,0.0,55,53,56,55,59,66,79,85,83,73,98,71,47,63,56,94,55,40,42,56,57,49,49.0,7
Denis-Bouanga,GAB,FWMF,37.6,Saint-Étienne,Ligue 1,27.0,34,0.33,0.11,0.28,0,0,9,801,552,68.91,81.1,68.5,48.5,6,60,8,13.33,1.25,30,50,60.0,69,148,46.62,1.97,4,1,55,51,0,70,86,44.87,0,36,4.49,0.0,1.25,0.0,0.0,63,56,68,73,55,52,33,35,42,18,98,49,73,97,98,99,87,62,64,40,30,95,49.0,1
Jonas-Wind,DEN,FWMF,45.7,Wolfsburg,Bundesliga,23.0,14,0.38,0.14,0.31,0,0,5,366,249,68.03,74.3,70.2,52.8,1,6,1,16.67,2.14,7,15,46.67,10,15,66.67,5.07,0,0,16,34,0,70,65,51.84,0,32,8.74,0.0,0.76,0.31,0.0,75,63,76,86,83,23,37,49,89,58,98,92,57,60,61,94,36,52,62,27,54,46,49.0,5
Mikel-Oyarzabal,ESP,FWMF,31.6,Real Sociedad,La Liga,25.0,22,0.48,0.13,0.42,4,5,9,652,440,67.48,82.7,76.6,38.9,3,46,6,13.04,1.51,14,23,60.87,21,41,51.22,2.88,0,1,14,31,0,30,39,43.4,0,18,2.76,0.0,1.29,0.11,0.0,70,80,84,69,34,60,61,23,59,35,98,69,69,55,81,99,36,68,45,42,41,59,49.0,2
Janni-Serra,GER,FW,41.7,Arminia,Bundesliga,24.0,26,0.24,0.13,0.3,0,0,3,294,197,67.01,76.7,59.0,71.4,2,1,0,0.0,0.97,4,6,66.67,7,20,35.0,3.25,1,0,16,15,0,64,103,38.31,1,37,12.59,0.0,0.89,0.16,0.0,70,62,56,55,93,32,14,83,19,41,98,79,71,60,48,94,55,58,69,40,28,60,49.0,2
Cédric-Bakambu,COD,FW,42.1,Marseille,Ligue 1,31.0,12,1.0,0.21,0.5,0,0,4,68,51,75.0,78.0,63.2,100.0,0,4,0,0.0,1.25,2,2,100.0,2,2,100.0,25.0,1,0,7,2,0,8,15,34.78,0,2,2.94,0.0,0.75,0.0,0.0,91,91,98,45,36,37,21,100,100,87,98,49,44,39,35,94,55,65,28,37,65,39,49.0,6
Mauro-Icardi,ARG,FW,35.7,Paris S-G,Ligue 1,29.0,24,0.35,0.14,0.4,0,0,4,151,120,79.47,83.3,80.4,75.0,0,4,0,0.0,0.35,3,4,75.0,2,7,28.57,2.57,1,0,15,9,0,5,10,33.33,0,7,4.64,0.0,0.26,0.0,0.0,75,78,71,42,57,63,74,87,12,29,98,49,50,57,42,94,55,67,45,67,18,56,49.0,5
