Player,Nation,Pos,SoT%,Squad,Comp,Age,MP,G/90,G/Sh,G/SoT,PKGoals,PKAttempted,Goals,Pass,PassCompleted,PassComp%,PasShoCmp%,PasMedCmp%,PasLonCmp%,Assist,Cross,CrossCompleted,CrossComp%,Interception ,Tackle_Won,Tackle,Tackle_Won%,SucDribble,Dribble,DribbleComp%,DribblePast%,YCards,RCards,Fls,Fld,OGoals,AerWon,AerLost,AerWon%,AerLost%,PasswHead,PasswHead%,PKwon,Blocks,BlkSh,BlkShSv,but_par_tir,but_par_tir_cadre,but_par_90min,tete_reussi,passe_avec_tete,pass_short_comp,pass_medium_comp,pass_long_comp,Dribbles_reussis,Dribles_passes,BlockPasse,BlockTir,Block,fautes,tacles_gagnes,carton_rouge,carton_jaune,Tir,Tete,Passe,Dribbles,Tacle,Note Finale,classement_equipe
Leandro-Cabrera,URU,DF,35.3,Espanyol,La Liga,30.0,37,0.05,0.12,0.33,0,0,2,1850,1406,76.0,86.7,87.6,53.2,0,8,0,0.0,1.22,27,43,2327.59,5,7,71.43,2.0,7,0,37,24,1,95,50,65.56,0,93,5.03,0.0,1.24,0.62,0.03,80,78,74,74,64,31,55,36,73,16,87,64,56,92,80,85,91,77,69,41,44,87,63.0,1
Joseph-Aidoo,GHA,DF,16.7,Celta Vigo,La Liga,26.0,32,0.0,0.0,0.0,0,0,0,1524,1263,82.87,88.1,89.5,69.9,0,2,1,50.0,1.37,41,58,2070.71,8,10,80.0,2.7,1,0,11,19,1,77,51,60.18,0,92,6.04,0.0,1.67,0.58,0.0,60,60,60,60,76,41,63,74,83,33,84,61,63,39,94,85,35,60,68,59,58,63,63.0,2
Andrea-Carboni,ITA,DF,0.0,Cagliari,Serie A,21.0,30,0.0,0.0,0.0,0,0,0,1076,812,75.46,90.7,82.3,48.6,0,22,4,18.18,1.26,30,47,1570.68,7,12,58.33,2.33,6,0,19,9,1,59,45,56.74,0,69,6.41,0.0,1.83,0.61,0.0,60,60,60,49,80,62,35,26,51,24,84,63,67,62,84,85,87,60,64,41,38,80,63.0,2
Igor-Zubeldia,ESP,DF,22.2,Real Sociedad,La Liga,25.0,26,0.0,0.0,0.0,0,0,0,1036,919,88.71,94.6,92.1,78.4,1,4,2,50.0,0.27,15,26,1056.34,2,4,50.0,4.0,7,0,26,7,0,48,39,55.16,0,46,4.44,0.0,1.48,0.49,0.0,60,60,60,47,55,90,76,89,39,59,84,54,53,75,52,85,91,56,48,79,46,71,63.0,3
Mario-Hermoso,ESP,DF,23.5,Atlético Madrid,La Liga,26.0,26,0.1,0.12,0.5,0,0,2,1310,1125,85.88,93.3,90.9,69.4,1,15,2,13.33,1.35,15,28,1111.11,5,9,55.56,3.22,6,1,26,14,1,61,28,68.6,0,62,4.73,0.0,1.4,0.14,0.0,80,89,87,83,60,83,70,73,46,46,84,20,41,75,52,98,87,80,67,70,43,73,63.0,4
Houboulang-Mendes,FRA,DF,23.8,Lorient,Ligue 1,24.0,36,0.0,0.0,0.0,0,0,0,1449,1199,82.75,92.5,86.8,58.8,1,51,8,15.69,0.89,42,74,2028.99,15,38,39.47,1.11,5,1,41,18,1,43,36,54.3,0,36,2.48,0.03,1.82,0.61,0.0,60,60,60,45,19,77,52,51,17,5,84,63,67,95,94,98,81,60,32,60,11,92,63.0,2
Adam-Webster,ENG,DF,22.2,Brighton,Premier League,27.0,22,0.13,0.22,1.0,0,0,2,1138,935,82.16,87.3,91.5,59.1,0,4,0,0.0,1.7,13,23,896.55,7,8,87.5,5.5,5,0,18,3,0,65,18,78.35,0,59,5.18,0.0,2.26,1.19,0.0,93,100,91,95,66,35,73,51,88,69,84,93,74,59,46,85,81,82,70,46,68,59,62.0,5
Óscar-Duarte,CRC,DF,25.0,Levante,La Liga,32.0,23,0.1,0.1,0.4,0,0,2,961,810,84.29,91.9,87.1,73.4,0,0,0,,0.61,14,19,1458.33,1,2,50.0,5.0,5,0,32,5,0,87,40,68.53,0,70,7.28,0.0,1.27,0.56,0.0,77,80,87,83,87,73,53,80,39,67,84,59,48,86,49,85,81,72,75,61,47,66,62.0,3
Arthur-Theate,BEL,DF,28.6,Bologna,Serie A,22.0,31,0.07,0.1,0.33,0,0,2,1479,1239,83.77,90.1,89.7,65.0,1,11,2,18.18,1.0,25,41,1644.74,15,26,57.69,2.42,6,0,30,11,0,39,46,45.89,0,61,4.12,0.0,1.67,0.63,0.04,77,78,81,24,49,59,64,63,51,26,89,65,66,83,77,85,87,79,36,62,38,83,62.0,3
Guillermo-Maripán,CHI,DF,28.6,Monaco,Ligue 1,28.0,26,0.0,0.0,0.0,0,0,0,1329,1199,90.22,92.1,95.6,77.9,0,2,0,0.0,0.88,30,40,1530.61,5,5,100.0,5.0,5,0,22,11,0,56,42,57.17,0,46,3.46,0.0,1.32,0.64,0.05,60,60,60,50,36,74,92,88,100,67,92,66,56,68,84,85,81,56,40,79,78,74,62.0,3
Liam-Cooper,SCO,DF,20.0,Leeds United,Premier League,30.0,21,0.0,0.0,0.0,0,0,0,1121,955,85.19,89.8,93.3,63.9,1,1,0,0.0,0.79,18,35,1040.46,3,3,100.0,5.0,5,0,19,13,0,92,43,68.11,0,87,7.76,0.0,1.58,0.89,0.0,60,60,60,82,89,56,83,62,100,67,84,84,58,62,60,85,81,51,73,57,71,61,62.0,3
Davinson-Sánchez,COL,DF,23.1,Tottenham,Premier League,25.0,23,0.11,0.15,0.67,0,0,2,1089,973,89.35,93.5,94.7,70.4,0,2,1,50.0,0.83,22,45,883.53,3,5,60.0,4.4,4,0,16,12,0,56,38,59.54,0,41,3.76,0.0,1.93,1.05,0.0,86,93,88,57,42,85,89,75,56,62,84,90,69,52,69,85,72,79,44,73,52,61,62.0,4
Jeffrey-Gouweleeuw,NED,DF,36.4,Augsburg,Bundesliga,30.0,29,0.07,0.09,0.25,1,1,2,1182,867,73.35,82.8,84.9,56.3,0,8,2,25.0,1.43,40,58,1970.44,12,19,63.16,2.58,9,0,36,7,0,59,48,55.08,0,69,5.84,0.0,1.82,0.66,0.0,75,70,81,47,74,14,45,44,61,31,84,67,67,91,93,85,96,74,59,34,45,90,62.0,2
Marc-Cucurella,ESP,DF,16.7,Brighton,Premier League,23.0,35,0.03,0.06,0.33,0,0,1,2324,1895,81.54,90.8,86.1,54.1,1,94,23,24.47,2.27,62,88,2412.45,31,59,52.54,1.73,6,0,35,36,0,54,46,53.95,0,69,2.97,0.0,2.1,0.44,0.06,67,78,64,43,27,63,49,38,42,10,95,50,72,90,99,85,87,70,35,50,26,90,62.0,4
Zeki-Çelik,TUR,DF,13.0,Lille,Ligue 1,25.0,32,0.07,0.09,0.67,0,0,2,1773,1423,80.26,89.8,84.1,54.0,3,58,11,18.97,2.2,49,76,1936.76,18,36,50.0,1.94,10,0,48,16,0,49,26,65.2,0,49,2.76,0.03,2.0,0.3,0.0,75,93,81,72,23,56,42,38,39,13,84,38,63,97,97,85,98,83,48,45,26,94,62.0,3
Rubén-Duarte,ESP,DF,33.3,Alavés,La Liga,26.0,34,0.0,0.0,0.0,0,0,0,1348,914,67.8,86.2,76.0,33.7,4,77,15,19.48,1.48,40,79,1476.01,3,6,50.0,2.33,12,1,48,44,0,68,43,61.26,0,79,5.86,0.03,2.71,0.21,0.0,60,60,60,62,74,29,14,8,39,24,84,28,68,97,93,98,99,60,68,17,32,97,62.0,3
Sebastiano-Luperto,ITA,DF,33.3,Empoli,Serie A,25.0,24,0.0,0.0,0.0,0,0,0,968,825,85.23,89.7,92.2,66.2,1,2,0,0.0,0.92,19,30,1376.81,1,2,50.0,2.5,8,1,33,7,0,55,54,50.4,0,37,3.82,0.0,2.16,1.38,0.05,60,60,60,37,42,55,77,66,39,29,92,95,79,87,61,98,94,54,36,59,31,76,62.0,1
Petar-Stojanovi?,SVN,DF,25.0,Empoli,Serie A,26.0,33,0.03,0.08,0.33,0,0,1,1708,1340,78.45,90.4,82.1,55.0,1,56,17,30.36,1.84,71,103,2094.4,47,85,55.29,1.89,11,1,51,27,0,16,24,40.15,0,59,3.45,0.0,2.27,0.53,0.07,73,78,64,18,35,61,34,40,46,12,96,57,78,98,99,98,99,72,26,45,29,98,62.0,2
Piero-Hincapié,ECU,DF,11.1,Leverkusen,Bundesliga,20.0,27,0.05,0.11,1.0,0,0,1,1204,998,82.89,91.4,89.6,59.4,2,13,3,23.08,1.9,24,38,1230.77,17,28,60.71,3.11,5,0,29,15,0,57,41,58.17,0,37,3.07,0.0,2.26,0.82,0.0,79,100,74,53,28,69,64,52,56,44,84,79,77,81,75,85,81,80,38,59,48,76,62.0,3
Nacho,ESP,DF,30.0,Real Madrid,La Liga,32.0,28,0.17,0.3,1.0,0,0,3,1023,950,92.86,95.3,93.9,87.1,0,6,2,33.33,0.52,11,19,1000.0,3,5,60.0,3.4,7,0,17,15,0,34,25,57.6,0,23,2.25,0.0,1.33,0.92,0.0,96,100,95,51,15,92,86,96,56,50,84,85,62,56,39,85,91,94,32,88,51,65,62.0,2
Ismaël-Traoré,CIV,DF,34.6,Angers,Ligue 1,35.0,37,0.11,0.15,0.44,0,0,4,1725,1557,90.26,92.0,95.3,80.0,1,6,1,16.67,0.53,23,31,2643.68,8,10,80.0,2.2,1,0,15,6,0,53,38,58.27,0,67,3.88,0.0,1.32,0.56,0.0,86,82,88,54,44,73,91,91,83,21,84,59,55,49,72,85,35,85,49,85,52,60,62.0,2
Kurt-Zouma,FRA,DF,28.6,West Ham,Premier League,27.0,24,0.04,0.14,0.5,0,0,1,949,845,89.04,94.1,93.3,70.3,0,2,0,0.0,0.17,5,11,1041.67,2,4,50.0,3.25,1,0,12,10,1,55,25,68.79,0,52,5.48,0.0,1.65,1.17,0.0,85,89,70,84,70,88,83,75,39,47,84,92,65,42,26,85,35,73,69,74,39,42,62.0,2
Édgar-González,ESP,DF,40.0,Betis,La Liga,25.0,21,0.06,0.2,0.5,0,0,1,882,795,90.14,96.8,93.7,76.3,1,0,0,,0.37,16,23,1134.75,6,6,100.0,6.17,6,0,23,10,0,38,34,52.71,0,47,5.33,0.0,1.84,0.74,0.06,92,89,77,41,68,94,85,86,100,73,95,74,63,70,54,85,87,73,46,75,74,63,62.0,3
Diego-González,ESP,DF,25.0,Elche,La Liga,27.0,28,0.0,0.0,0.0,0,0,0,705,592,83.97,89.0,94.8,61.0,0,0,0,,0.35,15,34,877.19,3,4,75.0,3.75,3,1,29,3,0,34,34,50.0,0,39,5.53,0.0,1.51,0.7,0.05,60,60,60,36,70,51,89,55,79,55,92,70,63,81,52,98,61,58,51,63,65,71,62.0,2
Luca-Kilian,GER,DF,40.0,Köln,Bundesliga,22.0,30,0.04,0.2,0.5,0,0,1,1353,1158,85.59,85.5,93.3,71.3,0,3,0,0.0,0.55,24,47,1290.32,1,3,33.33,1.33,3,0,10,12,0,68,53,56.28,0,68,5.03,0.0,1.74,0.67,0.0,92,89,70,48,64,25,83,77,14,7,84,68,67,37,75,85,61,84,56,62,10,64,62.0,2
Hamari-Traoré,MLI,DF,29.0,Rennes,Ligue 1,30.0,33,0.09,0.1,0.33,0,0,3,2177,1830,84.06,88.6,88.6,68.4,10,64,13,20.31,1.99,32,62,1658.03,9,23,39.13,1.22,4,0,46,29,1,46,48,48.81,0,95,4.36,0.0,1.84,0.28,0.0,77,78,85,30,53,46,60,71,17,6,84,36,58,96,86,85,72,80,42,59,12,85,61.0,3
Valentin-Rongier,FRA,DFMF,28.6,Marseille,Ligue 1,27.0,32,0.0,0.0,0.0,0,0,0,1960,1772,90.41,93.1,91.6,83.8,1,15,3,20.0,1.72,57,82,1696.43,25,41,60.98,2.49,3,0,38,32,0,27,27,50.0,0,52,2.65,0.0,1.56,0.2,0.0,60,60,60,36,21,82,73,94,57,28,84,27,49,93,99,85,61,60,28,83,42,84,61.0,3
Flavius-Daniliuc,AUT,DF,0.0,Nice,Ligue 1,21.0,24,0.0,0.0,0.0,0,0,0,862,771,89.44,92.6,91.4,80.6,0,6,3,50.0,1.53,27,47,828.22,8,13,61.54,4.85,4,0,19,6,0,25,23,52.1,0,34,3.94,0.0,2.15,0.63,0.0,60,60,60,39,45,78,72,91,58,65,84,65,67,62,80,85,72,54,38,72,55,67,61.0,3
Jonas-Hector,GER,DF,27.8,Köln,Bundesliga,32.0,30,0.0,0.0,0.0,0,0,0,1642,1245,75.82,85.6,82.8,60.1,6,74,16,21.62,1.9,52,86,1716.17,17,27,62.96,2.48,3,0,31,59,0,61,33,64.95,0,60,3.65,0.0,2.18,0.35,0.0,60,60,60,72,39,26,38,53,61,27,84,43,67,84,98,85,61,60,56,39,44,82,61.0,3
Sergi-Gómez,ESP,DF,42.9,Espanyol,La Liga,30.0,31,0.03,0.14,0.33,0,0,1,1327,1148,86.51,92.1,96.0,63.8,2,1,0,0.0,0.53,15,32,1415.09,1,1,100.0,3.0,1,1,15,4,0,47,52,47.56,0,58,4.37,0.0,1.66,0.83,0.0,85,78,64,28,53,74,93,61,100,42,84,80,69,49,52,98,35,76,40,76,71,58,61.0,2
Stuart-Dallas,NIR,DFMF,25.8,Leeds United,Premier League,31.0,34,0.03,0.03,0.13,0,0,1,1667,1314,78.82,91.0,83.5,50.5,1,43,5,11.63,1.51,46,90,1654.68,20,39,51.28,1.67,5,0,38,39,0,40,33,54.67,0,59,3.54,0.0,1.98,0.49,0.03,61,62,64,46,37,65,40,31,40,9,87,54,68,93,96,85,81,62,42,45,24,89,61.0,4
Yeray-Álvarez,ESP,DF,0.0,Athletic Club,La Liga,27.0,22,0.0,0.0,0.0,0,0,0,994,825,83.0,92.0,90.4,63.6,0,2,0,0.0,0.68,19,34,1158.54,4,7,57.14,3.43,6,0,25,16,0,70,46,60.36,0,65,6.54,0.0,1.35,0.87,0.05,60,60,60,61,81,73,68,61,50,51,92,82,57,73,61,85,87,52,62,58,44,66,61.0,2
Dedryck-Boyata,BEL,DF,20.0,Hertha BSC,Bundesliga,31.0,23,0.0,0.0,0.0,0,0,0,797,685,85.95,91.0,92.3,68.1,0,2,0,0.0,0.52,12,17,1481.48,1,3,33.33,3.0,1,1,11,5,0,67,28,70.51,0,54,6.78,0.05,1.47,0.71,0.0,60,60,60,86,83,65,77,71,14,42,84,72,55,39,44,98,35,53,75,63,25,48,60.0,2
Duje-?aleta-Car,CRO,DF,33.3,Marseille,Ligue 1,25.0,26,0.09,0.17,0.5,0,0,2,1803,1664,92.29,97.5,96.5,78.7,0,1,0,0.0,0.96,14,22,1458.33,0,0,,,6,0,14,6,0,41,13,75.85,0,42,2.33,0.04,0.96,0.31,0.0,89,89,85,92,16,94,94,90,100,100,84,39,42,47,49,85,87,82,50,86,93,63,60.0,4
Ricardo-Rodríguez,SUI,DF,0.0,Torino,Serie A,29.0,34,0.0,0.0,0.0,0,0,0,1459,1258,86.22,93.3,92.5,60.8,1,12,2,16.67,0.58,24,47,1403.51,4,5,80.0,3.0,3,0,30,13,0,61,42,59.2,0,50,3.43,0.0,1.24,0.29,0.04,60,60,60,56,34,83,79,54,83,42,89,37,48,83,75,85,61,60,45,72,62,76,60.0,2
Thilo-Kehrer,GER,DF,44.4,Paris S-G,Ligue 1,25.0,27,0.12,0.22,0.5,0,0,2,1215,1155,95.06,97.8,95.4,85.0,0,5,0,0.0,0.6,19,28,1137.72,4,6,66.67,4.0,0,0,16,11,0,32,17,65.29,0,27,2.22,0.0,1.37,0.71,0.0,93,89,90,73,14,94,92,94,70,59,84,72,57,52,61,85,20,86,41,89,61,52,60.0,3
Pierre-Kalulu,FRA,DF,40.0,Milan,Serie A,21.0,28,0.05,0.2,0.5,0,0,1,1156,1015,87.8,92.2,91.4,75.7,2,21,6,28.57,0.93,34,64,1148.65,3,9,33.33,2.11,4,0,16,8,0,30,37,44.84,0,30,2.6,0.0,2.08,0.74,0.0,92,89,74,22,20,75,72,85,14,19,84,74,74,52,88,85,72,82,20,75,16,72,60.0,2
Maxime-Estève,FRA,DF,20.0,Montpellier,Ligue 1,20.0,24,0.0,0.0,0.0,0,0,0,815,702,86.13,89.9,91.4,72.3,0,0,0,,1.12,19,34,1151.52,2,3,66.67,3.33,2,0,9,8,0,36,30,54.52,0,53,6.5,0.0,1.7,1.17,0.05,60,60,60,46,81,57,72,78,70,49,92,92,69,35,61,85,49,54,57,62,54,52,60.0,3
Mason-Holgate,ENG,DF,28.6,Everton,Premier League,25.0,25,0.08,0.29,1.0,0,0,2,804,564,70.15,81.2,78.8,52.7,1,3,0,0.0,0.76,26,44,1397.85,1,2,50.0,2.0,7,1,28,17,1,76,35,68.44,0,72,8.96,0.0,1.27,0.8,0.08,96,100,83,83,93,10,22,36,39,16,97,78,60,79,78,98,91,85,81,21,25,79,60.0,2
Ethan-Pinnock,JAM,DF,44.4,Brentford,Premier League,29.0,32,0.03,0.06,0.13,0,0,1,1557,1182,75.92,86.0,79.1,57.2,1,28,3,10.71,1.0,38,63,1800.95,5,8,62.5,2.5,1,0,12,19,0,151,71,68.06,0,154,9.89,0.0,1.64,0.43,0.0,67,62,64,82,95,27,23,46,61,29,84,50,58,42,92,85,35,64,88,32,45,64,60.0,2
Timothy-Castagne,BEL,DF,42.9,Leicester City,Premier League,26.0,27,0.04,0.14,0.33,0,0,1,1293,1071,82.83,89.0,84.6,64.3,0,27,6,22.22,1.74,29,66,1035.71,13,19,68.42,2.89,1,0,18,13,0,44,32,57.76,0,82,6.34,0.0,2.25,0.34,0.0,85,78,70,51,79,51,44,62,71,38,84,42,65,59,83,85,35,74,62,50,52,62,60.0,3
Johan-Vásquez,MEX,DF,21.4,Genoa,Serie A,23.0,28,0.04,0.07,0.33,0,0,1,1165,838,71.93,83.0,80.0,49.4,0,12,1,8.33,1.54,48,80,1518.99,3,8,37.5,2.0,7,0,32,26,0,72,60,54.6,0,81,6.95,0.0,2.13,0.47,0.0,69,78,70,46,85,15,26,27,16,16,84,53,68,86,97,85,91,70,63,22,15,87,60.0,1
Emerson,BRA,DF,26.7,Tottenham,Premier League,23.0,31,0.04,0.07,0.25,0,0,1,1440,1179,81.88,89.8,84.5,60.5,1,60,10,16.67,1.46,39,86,1150.44,18,27,66.67,2.63,5,0,38,53,0,41,42,49.39,0,59,4.1,0.0,2.2,0.16,0.0,69,70,70,31,49,56,43,54,70,32,84,23,61,93,92,85,81,70,40,51,51,88,60.0,5
Iyenoma-Udogie,ITA,DF,46.4,Udinese,Serie A,19.0,35,0.18,0.18,0.38,0,0,5,911,732,80.35,86.6,82.2,61.1,3,17,4,23.53,1.38,50,75,1831.5,33,61,54.1,2.15,4,0,39,36,0,31,30,50.9,0,45,4.94,0.0,2.04,0.18,0.0,89,79,95,37,62,30,34,55,44,20,84,25,59,93,97,85,72,88,50,40,32,87,59.0,3
Matthias-Ginter,GER,DF,45.2,M'Gladbach,Bundesliga,28.0,28,0.04,0.03,0.07,0,0,1,1751,1473,84.12,91.9,90.0,60.1,0,13,5,38.46,1.6,32,45,1860.47,7,13,53.85,2.08,2,0,10,29,0,90,49,64.78,0,75,4.28,0.0,1.34,0.42,0.04,61,61,70,71,52,73,66,53,43,18,89,48,52,37,86,85,49,62,59,62,29,62,59.0,2
Pablo-Maffeo,ESP,DF,24.1,Mallorca,La Liga,24.0,35,0.03,0.03,0.14,0,0,1,1319,903,68.46,86.2,72.3,34.0,4,87,22,25.29,1.04,55,85,2115.38,45,70,64.29,2.06,10,0,36,67,0,71,60,54.25,0,67,5.08,0.09,2.42,0.46,0.0,61,63,64,44,64,29,7,9,63,17,84,52,74,91,99,85,98,63,54,15,40,93,59.0,2
Tiago-Djaló,POR,DF,38.5,Lille,Ligue 1,22.0,28,0.04,0.08,0.2,0,0,1,1514,1330,87.85,92.0,92.0,77.3,1,6,1,16.67,1.31,39,66,1529.41,15,21,71.43,2.76,4,0,31,24,2,27,30,47.27,0,36,2.38,0.0,1.74,0.42,0.04,73,66,70,27,17,73,76,87,73,36,89,48,60,84,92,85,72,67,21,76,53,80,59.0,4
Jimmy-Giraudon,FRA,DF,0.0,Troyes,Ligue 1,30.0,19,0.0,0.0,0.0,0,0,0,858,745,86.83,94.0,93.0,70.0,0,2,1,50.0,1.11,7,10,1250.0,3,3,100.0,5.67,5,1,15,6,1,16,11,59.33,0,39,4.55,0.0,2.22,0.89,0.06,60,60,60,56,57,87,81,74,100,70,95,84,70,49,31,98,81,49,46,66,69,53,59.0,2
Mathías-Olivera,URU,DF,29.2,Getafe,La Liga,24.0,32,0.03,0.04,0.14,0,0,1,1448,1050,72.51,84.2,70.8,47.9,3,64,8,12.5,1.38,53,82,2007.58,16,45,35.56,1.36,10,0,61,51,0,131,125,51.15,0,93,6.42,0.0,2.73,0.16,0.0,63,63,64,37,80,18,6,24,14,7,84,23,66,99,98,85,98,63,58,16,10,95,59.0,4
Birger-Meling,NOR,DF,33.3,Rennes,Ligue 1,27.0,31,0.0,0.0,0.0,0,0,0,1132,977,86.31,91.0,88.1,81.1,4,17,5,29.41,1.97,29,51,1155.38,3,6,50.0,2.5,3,0,14,23,0,18,25,41.98,0,34,3.0,0.0,2.27,0.39,0.05,60,60,60,18,27,65,57,92,39,29,92,46,73,47,83,85,61,60,22,71,34,69,59.0,4
Koffi-Djidji,CIV,DF,30.0,Torino,Serie A,29.0,25,0.0,0.0,0.0,0,0,0,827,700,84.64,89.9,92.4,65.5,0,11,2,18.18,0.52,20,50,772.2,10,13,76.92,4.38,6,1,27,6,0,53,40,57.05,0,43,5.2,0.0,1.45,0.41,0.0,60,60,60,50,66,57,78,65,80,62,84,47,49,77,63,98,87,55,53,61,65,74,59.0,3
Junior-Firpo,ESP,DF,8.3,Leeds United,Premier League,25.0,24,0.0,0.0,0.0,0,0,0,932,776,83.26,88.8,86.9,56.4,2,27,7,25.93,1.68,38,73,989.58,10,21,47.62,2.52,11,0,50,20,1,33,21,61.05,0,37,3.97,0.0,1.95,0.42,0.05,60,60,60,61,46,48,52,44,28,29,92,48,60,98,92,85,99,54,48,43,26,84,59.0,5
Pedro-Bigas,ESP,DF,25.0,Elche,La Liga,31.0,19,0.06,0.08,0.33,0,0,1,939,813,86.58,92.7,92.6,68.1,0,3,1,33.33,0.81,21,27,1337.58,4,7,57.14,3.29,6,0,17,12,0,35,13,72.76,0,48,5.11,0.0,1.34,0.81,0.0,73,78,77,90,65,79,79,71,50,48,84,79,51,56,66,85,87,62,63,62,40,60,59.0,3
Dennis-Appiah,FRA,DF,0.0,Nantes,Ligue 1,29.0,32,0.0,0.0,0.0,0,0,0,996,777,78.01,88.4,81.4,60.0,0,27,8,29.63,1.85,36,68,1232.88,13,22,59.09,2.73,4,0,40,4,1,36,44,45.06,0,48,4.82,0.0,1.85,0.56,0.0,60,60,60,22,61,44,31,53,52,34,84,59,66,94,90,85,72,60,42,43,43,85,59.0,4
Domingos-Duarte,POR,DF,16.7,Granada,La Liga,27.0,21,0.05,0.17,1.0,0,0,1,703,549,78.09,84.9,85.6,61.9,0,0,0,,0.96,9,20,841.12,1,3,33.33,1.67,7,1,29,16,0,48,26,64.9,0,61,8.68,0.0,1.76,1.12,0.05,89,100,74,71,92,22,47,57,14,9,92,91,66,81,35,98,91,75,69,36,10,65,59.0,2
Ben-Mee,ENG,DF,22.2,Burnley,Premier League,32.0,21,0.15,0.17,0.75,0,0,3,736,539,73.23,87.5,83.1,57.1,0,3,1,33.33,0.64,16,27,1212.12,4,6,66.67,4.17,3,0,14,8,1,92,37,71.36,0,73,9.92,0.0,1.96,1.27,0.05,89,93,93,87,95,36,39,46,70,60,92,94,71,47,54,85,61,78,77,34,55,52,58.0,3
Lucas-Martínez-Quarta,ARG,DF,25.0,Fiorentina,Serie A,26.0,20,0.06,0.06,0.25,0,0,1,1119,1021,91.24,93.3,95.7,82.0,0,1,0,0.0,1.19,25,39,1020.41,13,15,86.67,5.47,8,0,29,13,0,53,27,66.2,0,27,2.41,0.0,1.57,0.57,0.0,67,70,77,76,18,83,93,93,87,69,84,60,50,81,77,85,94,59,39,75,65,70,58.0,3
Aleix-Vidal,ESP,DFMF,50.0,Espanyol,La Liga,32.0,31,0.09,0.33,0.67,0,0,2,1086,879,80.94,90.1,86.5,55.8,0,35,11,31.43,1.66,27,34,1677.02,13,33,39.39,2.0,10,0,27,33,0,11,12,47.71,0,44,4.05,0.0,1.85,0.33,0.0,98,93,85,28,47,59,50,42,17,16,84,41,60,77,80,85,98,92,38,50,16,85,58.0,3
Lorenzo-De-Silvestri,ITA,DF,37.5,Bologna,Serie A,34.0,31,0.12,0.19,0.5,0,0,3,1346,999,74.22,83.0,80.6,43.5,2,48,13,27.08,1.33,13,29,1140.35,7,19,36.84,1.84,7,0,31,27,0,90,60,60.03,0,92,6.84,0.04,2.04,0.31,0.0,90,89,90,60,84,15,29,16,15,11,84,39,64,84,46,85,91,90,72,20,13,76,58.0,4
Esteban-Saveljich,MNE,DF,33.3,Rayo Vallecano,La Liga,31.0,21,0.0,0.0,0.0,0,0,0,582,495,85.05,89.7,92.2,70.8,0,3,2,66.67,0.26,12,20,1132.08,0,1,0.0,0.0,4,0,25,1,0,59,32,64.86,0,40,6.87,0.0,1.48,0.63,0.0,60,60,60,71,84,55,77,76,6,5,84,65,51,73,44,85,72,51,66,59,5,58,58.0,2
Timo-Baumgartl,GER,DF,30.8,Union Berlin,Bundesliga,26.0,25,0.04,0.08,0.25,0,0,1,1165,936,80.34,85.5,88.1,61.5,2,12,4,33.33,1.2,37,70,1275.86,4,8,50.0,2.12,5,0,30,14,2,83,57,59.21,0,55,4.72,0.0,1.87,0.5,0.0,73,70,70,56,59,25,57,56,39,19,84,55,60,83,91,85,81,65,53,42,27,78,58.0,2
Ardian-Ismajli,ALB,DF,20.0,Empoli,Serie A,25.0,20,0.0,0.0,0.0,0,0,0,709,608,85.75,90.6,90.4,74.5,0,1,0,0.0,1.06,8,17,661.16,3,3,100.0,7.0,7,0,19,16,2,43,18,70.44,0,32,4.51,0.0,1.7,0.78,0.0,60,60,60,86,55,62,68,81,100,77,84,77,57,62,34,85,91,50,59,59,74,57,58.0,3
Moussa-Niakhate,FRA,DF,33.3,Mainz 05,Bundesliga,26.0,30,0.14,0.22,0.67,2,2,4,1594,1226,76.91,87.9,85.8,49.9,0,42,2,4.76,1.4,37,60,1753.55,10,13,76.92,2.69,1,0,36,24,0,71,38,65.18,0,64,4.02,0.0,1.51,0.42,0.04,93,93,92,72,47,39,48,28,80,33,89,48,56,91,91,85,35,93,60,38,56,76,58.0,3
Ramy-Bensebaini,ALG,DF,24.1,M'Gladbach,Bundesliga,27.0,23,0.18,0.07,0.29,2,2,4,1297,1062,81.88,89.6,85.9,65.1,1,16,6,37.5,1.65,27,47,1285.71,18,31,58.06,3.03,6,0,35,44,0,62,45,57.95,0,54,4.16,0.0,2.23,0.49,0.0,69,71,95,52,50,55,48,64,51,42,84,54,64,90,80,85,87,69,45,49,41,76,58.0,3
Jérôme-Boateng,GER,DF,60.0,Lyon,Ligue 1,33.0,24,0.0,0.0,0.0,0,0,0,1112,980,88.13,93.3,95.5,72.3,1,3,1,33.33,1.61,15,22,1229.51,1,3,33.33,2.0,6,0,17,2,0,18,11,62.11,0,31,2.79,0.0,1.33,0.5,0.06,60,60,60,64,23,83,92,78,14,16,95,55,52,56,52,85,87,54,39,76,14,63,58.0,1
Emerson-Palmieri,ITA,DF,31.3,Lyon,Ligue 1,27.0,29,0.04,0.06,0.2,0,0,1,1806,1542,85.38,93.9,87.0,57.1,2,47,7,14.89,1.94,37,53,1761.9,26,42,61.9,2.55,3,1,15,26,0,39,28,58.27,0,49,2.71,0.0,1.87,0.36,0.04,67,66,70,54,22,86,53,46,59,30,89,43,62,49,91,98,61,67,37,61,44,74,58.0,2
